Vns_min1,Vns_min5,Vns_min10,Vns_min15,Vns_min20,Vns_min25,Vns_min30,Vns_min35,Vns_min40,Vns_min45,Vns_min50,Vns_min55,Vns_min60
1.0448019346665425,1.044687804788648,1.0445444641171053,1.0444004772060385,1.044256873637883,1.04411333035328,1.0439684661599806,1.0438242249357716,1.0436807186115742,1.0435358515723583,1.0433919891747938,1.0432809986090652,1.043270489930316
1.0479040670903716,1.0478167370481684,1.0477070418169572,1.047597347500844,1.0474876681381715,1.0473780329064353,1.047268362933093,1.0471579158790605,1.0470484930019153,1.0469387863100452,1.0468294420466946,1.046745398849349,1.0467396825249737
1.04627853909919,1.0462190650157748,1.0461437457189824,1.0460679756359803,1.0459926751309545,1.045917447971256,1.045842533843142,1.0457668169680878,1.0456914847316618,1.0456158766997596,1.0455408663654018,1.0454835886973088,1.0454792684473595
1.0597841599803173,1.0597114466490698,1.059618905223172,1.0595269765259487,1.059434506786342,1.05934240153212,1.059249764970354,1.0591573456569794,1.059064781338233,1.0589724987639415,1.0588802450426076,1.0588083068697756,1.0588028646236283
1.0457049851883704,1.0456649741046111,1.0456140963926586,1.045563128905784,1.0455125610592593,1.0454618843891008,1.0454110604441051,1.0453600539663586,1.0453095435830584,1.0452584850034459,1.0452076457096535,1.0451686557526145,1.0451651751825333
1.046329126851179,1.0462699394809318,1.0461949687272363,1.0461196678971079,1.0460448339490136,1.045970027601817,1.0458955026399555,1.0458202411890882,1.0457453311091836,1.0456701572995315,1.0455954717148273,1.045538664499783,1.0455344711273424
1.0464362046185356,1.0463704962683813,1.0462872063671071,1.046203722628774,1.0461206889849575,1.0460376485705327,1.0459549083903275,1.0458714692489228,1.0457883597415365,1.0457050214182515,1.0456220785644394,1.045559428981091,1.0455547652918291
1.072343534875016,1.0722569045494643,1.0721466159907196,1.072037062103803,1.0719269114267713,1.071817279883655,1.0717071254358352,1.0715971977363594,1.0714869204008015,1.0713772317034467,1.0712673430792579,1.0711822007051393,1.0711758711766024
1.0479518762010127,1.047890929722974,1.0478144557029645,1.0477380794268565,1.0476615054335028,1.047585054423711,1.0475083737692654,1.0474315590335204,1.0473552495247065,1.047278740990511,1.047202442848499,1.0471443006011207,1.047140042816618
1.0478265410420329,1.0477961144754944,1.0477577902276676,1.0477195208483117,1.0476811435480884,1.0476427875191683,1.0476043164331985,1.0475658849907763,1.0475275327882545,1.0474892257194526,1.047450896102122,1.0474213507260801,1.0474191654554312
1.0475701085477407,1.047501389542532,1.0474149401191344,1.0473281807005306,1.0472416510072613,1.0471550345840488,1.0470679126245728,1.046981092717149,1.0468946073841798,1.0468073836795773,1.0467207476300515,1.0466546393798823,1.0466485106555024
1.0483078062009739,1.0482359204975613,1.048146080889887,1.0480561605984462,1.047965985643868,1.0478760001372727,1.0477857297603963,1.0476951479416372,1.04760532729845,1.0475150996904004,1.0474253018497277,1.0473581700919354,1.0473534177359005
1.0480833930103872,1.04801424129432,1.0479276855898192,1.0478411365553881,1.04775430182381,1.0476676499717483,1.0475807523346223,1.0474935673098587,1.0474070647536964,1.0473202474705354,1.0472338072912302,1.0471686448166908,1.0471640517282554
1.0461806185611957,1.0461512199187952,1.046113992251234,1.0460766111923545,1.0460394590456004,1.0460022203571087,1.0459650716368911,1.045927794277555,1.0458906338013838,1.0458532761978179,1.0458160957075269,1.0457880113975908,1.0457860965217574
1.045715421353589,1.0456886552169784,1.0456549617570385,1.0456212135982443,1.0455875376766832,1.0455538633838624,1.0455200646246217,1.0454863209747483,1.045452680225567,1.0454187751816706,1.0453850459430711,1.0453598973918263,1.0453579468181857
1.047827348303413,1.0477980045024349,1.0477609794469382,1.0477240508823946,1.0476869954220853,1.0476500089975436,1.0476128912509002,1.0475757940672794,1.0475387728001524,1.0475017762805259,1.0474648186189888,1.047436301540558,1.0474341370515834
1.0457115183165937,1.045680915158865,1.045642521392885,1.0456041247638341,1.0455657878541387,1.045527410422162,1.045488910605291,1.0454504795153892,1.0454121445771198,1.0453735067652479,1.0453350926448788,1.0453070065892092,1.0453050071815804
1.0478786987390856,1.047804218471325,1.047710598657621,1.047616671907394,1.047523102213603,1.0474293440730982,1.0473349679155217,1.0472410335115367,1.0471474121248672,1.0470529634264145,1.0469590960425827,1.046888306507082,1.046882254769718
1.043873695317158,1.04384957372076,1.0438190268510128,1.0437887129491994,1.043758283336177,1.0437278007489539,1.0436972575994898,1.04366704928064,1.0436367129747013,1.043606594296606,1.0435760973101063,1.043553671842482,1.0435518999849356
1.0497260576227931,1.0496019139425277,1.0494459853985125,1.0492890179640046,1.04913242299803,1.048975995190123,1.0488181130565273,1.0486608824769632,1.0485045096859613,1.0483465825750349,1.0481898066625388,1.0480711586177138,1.0480608201120958
1.0479290991492447,1.0478710130028908,1.0477980931250448,1.0477252656436782,1.0476522663043966,1.0475793834400209,1.047506292080531,1.047433022612641,1.0473602391598624,1.0472873095978648,1.047214571844367,1.0471591420935822,1.0471550493916744
1.0459389733412474,1.0459015313643174,1.045854364651017,1.045807124874063,1.0457600788979964,1.0457130544910118,1.0456658170688409,1.0456186288477278,1.0455714399664389,1.045524155086018,1.0454768726574388,1.0454413959511806,1.0454393303099616
1.0438783061531884,1.0438592942485556,1.0438350518572197,1.0438110584998568,1.043787066816326,1.0437628912689152,1.0437386990801674,1.0437146526143994,1.0436904239261622,1.043666219947998,1.0436420444292114,1.043623943814333,1.0436223480303815
1.0438787449958553,1.0438592759471639,1.0438342085038157,1.043809369925912,1.0437845237013286,1.04375952261505,1.043734424356861,1.0437097965577622,1.043684749248068,1.0436598627769686,1.0436348409877974,1.0436162563631615,1.0436146379928464
1.0014141684381737,1.001401284932023,1.0013850335144518,1.001368819182241,1.0013525491588848,1.0013363109977684,1.0013200119536387,1.0013037193971734,1.0012874736199608,1.0012712276306122,1.001255010240178,1.0012424949517675,1.001241542581342
1.049742238871619,1.0496358534178811,1.049502072887281,1.049367615213053,1.0492334702715054,1.049099351002679,1.0489640549449368,1.0488293196704395,1.048695321130222,1.0485600766320888,1.0484257554161873,1.0483235530243338,1.048314531267972
1.0514318533099063,1.051365227514988,1.0512803578437815,1.0511950762671156,1.0511104630998973,1.0510255983698369,1.0509410687575258,1.050856478282126,1.0507719873599788,1.0506869106219063,1.0506022379601245,1.050538176974252,1.0505333660299145
1.0460235674675664,1.0459927727478822,1.04595387563119,1.0459148701918415,1.045876099631398,1.0458372740001294,1.045798399378979,1.0457594748733179,1.0457206637184098,1.0456816532191808,1.0456427984314967,1.0456135491659349,1.0456114950390567
1.0478260894964735,1.047795057640372,1.0477560110089938,1.0477170030544867,1.0476778867273162,1.0476387498218869,1.04759951473312,1.0475603557698987,1.0475212649802559,1.0474822235140404,1.0474431415716303,1.0474130198974396,1.0474108338942647
1.0478261827961715,1.0477953319408295,1.0477565032330287,1.0477177133340354,1.047678819385735,1.0476399224212312,1.0476009153154102,1.047561972653621,1.0475231010359205,1.0474842819342087,1.047445422482323,1.0474154803639402,1.0474132979394826
1.0438743036497995,1.0438503591755757,1.0438197935209446,1.0437897268227343,1.0437595725727213,1.0437292441878856,1.043698769609875,1.0436684924578579,1.0436379924086743,1.043607457668845,1.0435769806177706,1.043553753158541,1.043551581621021
1.0497189994279559,1.0495880948240568,1.0494237976292569,1.0492583422934456,1.0490931726402024,1.0489282481445503,1.0487617948546248,1.0485961265568045,1.048431214692305,1.0482648050260055,1.0480995447358308,1.047974560491733,1.0479640432867352
1.0461813659140249,1.046152503915517,1.0461159311228936,1.0460792124551543,1.0460427200033515,1.046006170319961,1.0459697056654604,1.0459330872046673,1.0458965917130632,1.0458599175840455,1.045823422869143,1.0457958412665886,1.0457938964318145
1.0480824757409153,1.0480125233085555,1.0479249236110626,1.0478373412499702,1.0477494633606945,1.0476617681339526,1.0475738202830174,1.0474855621849408,1.0473979820063648,1.0473101286496538,1.047222637314358,1.0471568120771624,1.0471521794053709
1.0571634542246238,1.0570960462189074,1.0570103022942985,1.0569251387139837,1.0568394431596446,1.0567540737203078,1.0566681917362544,1.0565825207051833,1.0564967468005049,1.056411219434891,1.056325754045806,1.0562589816168475,1.0562538973671658
1.0479516516438692,1.0478903364025358,1.0478134072902179,1.047736581485795,1.0476595559236062,1.047582649033765,1.0475055037026508,1.0474282543407838,1.047351512757744,1.0472745430979804,1.0471977858451367,1.0471392325154476,1.0471349513752681
1.0573212649538901,1.0572438150830923,1.0571452770170784,1.0570475320225514,1.056949059534868,1.0568508918653317,1.0567520500753287,1.0566535341424113,1.056554915736029,1.0564566986965909,1.0563585963743043,1.0562812956475072,1.0562753840308745
1.0457093439398963,1.045675964895005,1.0456340897074348,1.0455921093394647,1.045550021801889,1.0455081277138234,1.0454662079960484,1.0454242964778035,1.0453824713122883,1.0453402634525826,1.0452982937698405,1.0452674350581308,1.0452652227362487
1.025337914556298,1.0252632819263938,1.0251689742960812,1.0250739538096392,1.0249793207927906,1.024884968505697,1.024791022380185,1.0246959215843516,1.0246013503088989,1.0245063092703284,1.024412363251932,1.0243405693636245,1.0243351884068632
1.0582263536778915,1.0581456976912542,1.0580428999367972,1.057939275615318,1.0578366904876997,1.0577335192704862,1.0576308513550687,1.0575281095771347,1.0574255687835246,1.0573222576248942,1.0572194290786747,1.0571419088893936,1.057135428825567
1.0479522383924496,1.0478918318496286,1.0478160331603072,1.0477403309245528,1.0476644310872083,1.0475886560951548,1.0475126574752964,1.047436485992926,1.0473608261519636,1.047284993055753,1.0472093809497363,1.0471518528326171,1.0471476446438182
1.047571572132735,1.0475053050788776,1.0474219402336147,1.0473382997974972,1.0472548948540399,1.0471714020495155,1.0470873740826503,1.0470036669011336,1.0469202546647003,1.0468361410513092,1.0467525442277275,1.0466891644711465,1.0466835785578552
1.0479118570467028,1.0478327220536239,1.0477333535065372,1.0476341652137826,1.0475347971694264,1.0474356038101906,1.0473361758594197,1.0472362681908587,1.0471372780631263,1.0470380195169195,1.0469389486267557,1.0468630893065443,1.0468576277741075
1.044802637762053,1.0446889105718125,1.044546013947533,1.044402465342242,1.0442592700093176,1.044116148976979,1.0439717359727503,1.0438279400493948,1.043684862244676,1.0435404397870824,1.0433970284581517,1.0432862444999238,1.0432756515657247
1.043875191425496,1.043852361846342,1.0438232153775133,1.0437945197009553,1.0437657621519039,1.0437368196062347,1.0437077630826428,1.0436788966482142,1.0436498114413542,1.0436207026537048,1.0435916464440054,1.043569636368578,1.0435676163856165
1.0479513464877324,1.0478901127939935,1.0478132323515976,1.0477365106335157,1.0476595825638508,1.0475827407330822,1.04750568703369,1.0474284594570813,1.0473517250067466,1.0472748585723546,1.0471982202031094,1.0471400734827572,1.0471358279495553
1.0479116981619092,1.0478326108744334,1.0477333169915624,1.047634213740734,1.0475348975792746,1.0474357696569128,1.047336514985176,1.0472367016646908,1.0471377615973088,1.047038605414359,1.0469396504605197,1.0468637781247299,1.0468583488185095
1.0479520130137912,1.0478913059864505,1.0478151324908713,1.0477390573175165,1.0476627829912086,1.0475866332920591,1.047510255707501,1.04743372874791,1.0473577100204299,1.0472815041670829,1.0472055116340702,1.0471476533264725,1.0471434201051957
1.0582266918984227,1.0581465551915483,1.0580443997002535,1.057941450705306,1.057839503431997,1.0577370126797265,1.0576350170378952,1.0575329377682767,1.0574310402041045,1.0573283911218845,1.0572262143759406,1.0571492295604406,1.0571428308103312
1.05718680369262,1.0571167150959824,1.0570274999445453,1.0569389282031265,1.0568497785674866,1.0567609924915697,1.0566716118496986,1.0565824851506507,1.0564932255555168,1.0564042475896847,1.0563153562727137,1.0562458697644233,1.056240521440939
1.047905667750277,1.047820042011538,1.047712578477318,1.0476051766929744,1.0474977511532761,1.0473903584804645,1.047282898011121,1.047174690513159,1.0470675369786273,1.046960133462805,1.0468529725915174,1.0467708295412868,1.0467651341230924
1.0507718909272048,1.0507057629235015,1.050621441197228,1.0505367596469017,1.0504527040412477,1.050368416440231,1.050284463987775,1.050200403692565,1.0501164794748858,1.0500320274935218,1.0499478994712377,1.0498843504848372,1.0498795720733392
1.0501181489220606,1.05005974017562,1.0499853516884912,1.049910604935321,1.0498364325983427,1.0497620552391496,1.049687967042134,1.0496137568131942,1.0495396624217306,1.0494651205684562,1.0493908874769033,1.0493347933706858,1.0493305897730185
1.0573215778227947,1.0572446427278748,1.0571467496314315,1.057049651582398,1.0569518360955679,1.056854341108394,1.0567561752005243,1.0566583289492586,1.056560384538222,1.0564628064534094,1.0563653506759536,1.0562886296187832,1.05628275808277
1.0457570146729345,1.0457248739211076,1.0456840926766802,1.0456431756795852,1.0456024525102587,1.0455616436100517,1.0455210221206637,1.0454801550183672,1.0454395673481645,1.0453987202185535,1.0453580817202648,1.0453276542877457,1.0453256045797286
1.0479118047458997,1.0478328387866156,1.047733701805727,1.0476347470447684,1.0475355841851666,1.047436603379414,1.0473374905067154,1.047237826628966,1.0471390359984198,1.0470400293454296,1.0469412237385576,1.0468654599266403,1.046860028801765
1.0457101671695912,1.045677740441914,1.0456370435731193,1.0455962534448378,1.045555381199693,1.045514672398903,1.0454739247781113,1.0454331820266827,1.0453925408409468,1.0453515271370437,1.045310741259162,1.0452807130246597,1.045278543314457
1.0497263967090276,1.0496027771754106,1.0494474941922778,1.0492911874793975,1.0491352484668846,1.0489794786034883,1.0488222565251668,1.0486656945849406,1.0485099791507673,1.0483527281667757,1.0481966312980713,1.0480784805674086,1.0480682564314001
1.0462214737329207,1.0461816651919758,1.0461312517132417,1.046080588857374,1.0460302496082712,1.0459798890540686,1.0459296967282325,1.0458791183090708,1.045828744792424,1.045778163832008,1.0457278954366829,1.045689747265238,1.0456870051308533
1.048108182474996,1.0480384840405488,1.0479512696708315,1.0478640529917655,1.0477765456447286,1.0476892314648916,1.0476016597785907,1.047513799575472,1.0474266303763315,1.0473391371248517,1.0472520332674597,1.047186439217547,1.047181822749105
1.0573216209850063,1.0572446897483143,1.0571467867109905,1.0570496905950504,1.0569518739190085,1.0568543831663815,1.0567562085514397,1.0566583622626229,1.0565604226201037,1.0564628319024643,1.0563653838603535,1.0562886622234746,1.0562827775198083
1.04540451590637,1.0453704385854796,1.0453271932162618,1.0452838210261106,1.0452405578899377,1.0451972373654528,1.0451541748159863,1.0451108416626038,1.0450678940488616,1.0450246431617518,1.0449816613968044,1.0449493402913128,1.0449469436777346
1.0497153361911353,1.0495802841835449,1.0494107104191748,1.0492400126775778,1.049069427825509,1.0488991873414126,1.0487273704013007,1.048556326519307,1.0483860680846158,1.0482142974309792,1.0480437394204398,1.0479152853252538,1.047904505480078
1.0253381414976355,1.0252638094342637,1.0251698797766435,1.0250752444359963,1.0249809889642594,1.0248870090544064,1.024793447190616,1.0246987311785536,1.024604537799758,1.0245098768785117,1.0244162853256673,1.0243447830832817,1.0243394198569356
1.0572116831778215,1.0571408171466479,1.0570506628728824,1.056961153751115,1.0568710410257438,1.0567812795187317,1.056690934533404,1.0566008402048828,1.0565106374608242,1.056420717859185,1.0563308896277912,1.0562605761129842,1.056255181759418
1.0453352556088176,1.0453021362790544,1.045260157281872,1.045218082988778,1.0451760828619487,1.0451340027676168,1.0450921526639003,1.0450501311672766,1.0450084229417549,1.044966417333848,1.0449246671479957,1.044893519214757,1.0448913947426903
1.0569580540831593,1.056879585953732,1.0567795544427936,1.0566787872715124,1.0565789776441903,1.0564786802000021,1.0563788747824103,1.0562789693803472,1.0561792057131445,1.0560787330302146,1.055978706177878,1.0559035144488071,1.0558973551096527
1.0438730259641937,1.043847331652207,1.0438145219047348,1.0437822770297223,1.0437499155568097,1.0437173727157405,1.0436846348936932,1.0436521557015348,1.0436194155456486,1.0435866292156235,1.0435539382646426,1.043528761530069,1.0435263787296722
1.0478475748839662,1.047812360644325,1.047768012995127,1.047723753425193,1.0476793624776783,1.0476350417792413,1.0475905811428279,1.047546099833763,1.0475017796607469,1.0474574433714032,1.0474131810705205,1.0473791854638328,1.0473766218345737
1.0457056023993152,1.0456663991171615,1.0456165496936196,1.0455666168307605,1.045517071786154,1.0454674339850158,1.0454176560886528,1.0453677119533316,1.0453182434738666,1.0452682543703955,1.045218453704601,1.0451803768156367,1.045176960740274
1.047571228143333,1.0475044953513086,1.047420535774382,1.0473363028308948,1.0472523008173884,1.0471682083957992,1.0470835908677436,1.0469992921764004,1.0469152973976636,1.0468305869865167,1.0467464020035862,1.046682513198575,1.046676848417582
1.0571871552206467,1.057117451709959,1.0570287624461094,1.056940696617504,1.0568520635237568,1.0567637778226657,1.0566749163486873,1.0565863052096895,1.0564975715243132,1.056409111712062,1.0563207389379952,1.056251614598022,1.0562462897933962
1.04463842253651,1.0446093439646582,1.0445726567024856,1.0445359897924034,1.0444992167342144,1.0444622810954438,1.0444256184041871,1.0443889830325532,1.0443524896123284,1.0443158438553812,1.0442793577105478,1.044252614761991,1.0442508600485465
1.0571865796943825,1.0571163308155282,1.0570268961962412,1.0569381135527667,1.0568487354285825,1.056759733190118,1.0566701302336285,1.056580779561726,1.056491300353768,1.0564020991904592,1.0563129960007274,1.0562433537159481,1.0562380221354373
1.0457039242103932,1.0456637501416508,1.0456135181937307,1.0455630654164998,1.0455122550361176,1.045461909738386,1.0454116518224508,1.0453614954320216,1.0453112229518466,1.0452604396358414,1.0452100175388943,1.0451727316814734,1.045170116596153
1.0478882561995155,1.0478414869906623,1.047782708877683,1.0477240172307516,1.0476651749875874,1.0476064222524268,1.0475475005547659,1.0474884810079115,1.0474297835561237,1.0473710002724979,1.0473123529967108,1.0472675130857674,1.0472641456161695
